Mortgage Rates,Zip,Bedrooms,Total Baths,SqFt,Acres,Year Built,List Price,Sold Price,Days on Market,Over Asking,Lat,Lon,Cluster
2.87,27612,2,2,1799,1,2006,425000,432500,29,7500,35.852,-78.6841,3
2.87,27703,1,2,1078,1,2012,193000,200000,34,7000,35.9781,-78.8439,1
2.87,27610,3,3,1680,1,2021,400000,405580,132,5580,35.7667,-78.6008,0
2.87,27703,1,2,1066,1,2008,215000,218000,37,3000,35.9781,-78.8439,1
2.87,27517,2,2,975,1,1985,184900,185000,42,100,35.9182,-79.0035,1
2.87,27340,3,4,1796,1,2014,540000,540000,1200,0,35.9488,-79.3297,2
2.87,27514,1,2,704,1,1967,69900,69900,15,0,35.9203,-79.0372,1
2.87,27713,1,1,717,1,1986,120000,120000,24,0,35.9112,-78.9178,1
2.87,27519,1,2,806,1,2006,199990,198000,103,-1990,35.8072,-78.887,1
2.87,27516,2,2,964,1,2000,270000,265000,12,-5000,35.9162,-79.0999,1
2.87,27601,2,2,1360,1,2005,399900,391000,103,-8900,35.7727,-78.6324,0
2.87,27615,2,3,1174,1,1985,220000,209000,77,-11000,35.8887,-78.6393,3
2.87,27701,2,1,1170,1,1945,349000,325000,50,-24000,35.9967,-78.8966,1
2.87,27601,3,3,1793,1,2020,1075000,1050000,58,-25000,35.7727,-78.6324,0
2.86,27617,3,3,1725,1,2013,350000,400000,32,50000,35.9034,-78.7447,3
2.86,27604,3,4,1920,1,2016,355000,395250,29,40250,35.8334,-78.5799,3
2.86,27513,3,2,1359,1,2007,250000,281000,92,31000,35.7956,-78.7941,0
2.86,27612,1,1,576,1,1983,170000,200000,44,30000,35.852,-78.6841,3
2.86,27617,3,2,1680,1,2006,310000,330000,27,20000,35.9034,-78.7447,3
2.86,27617,2,2,1386,1,2007,263000,283000,42,20000,35.9034,-78.7447,3
2.86,27606,2,2,1125,1,1984,180000,197000,33,17000,35.7645,-78.7112,0
2.86,27603,2,2,880,1,1987,160000,176100,61,16100,35.7076,-78.6563,0
2.86,27615,2,2,1057,1,1969,164500,180000,92,15500,35.8887,-78.6393,3
2.86,27517,2,2,1112,1,1974,199500,215000,42,15500,35.9182,-79.0035,1
2.86,27514,2,3,1415,1,1974,177000,190000,21,13000,35.9203,-79.0372,1
2.86,27605,2,2,946,1,1986,312000,322500,14,10500,35.7908,-78.653,0
2.86,27606,2,1,833,1,1972,149796,160000,36,10204,35.7645,-78.7112,0
2.86,27513,2,2,1034,1,1985,199900,210000,43,10100,35.7956,-78.7941,0
2.86,27517,2,2,951,1,1984,185000,195000,52,10000,35.9182,-79.0035,1
2.86,27701,1,1,545,1,1972,195000,205000,58,10000,35.9967,-78.8966,1
2.86,27514,2,2,1305,1,2004,272000,281000,34,9000,35.9203,-79.0372,1
2.86,27617,2,2,1458,1,2006,260000,267500,47,7500,35.9034,-78.7447,3
2.86,27603,2,2,935,1,2002,165000,172000,33,7000,35.7076,-78.6563,0
2.86,27302,2,2,944,1,1983,85000,90000,41,5000,36.0979,-79.2719,2
2.86,27603,2,2,1190,1,2005,465000,465000,50,0,35.7076,-78.6563,0
2.86,27617,3,3,2116,1,2020,489900,489900,215,0,35.9034,-78.7447,3
2.86,27603,2,2,1394,1,1892,450000,450000,0,0,35.7076,-78.6563,0
2.86,27605,1,1,660,1,2021,340000,340000,45,0,35.7908,-78.653,0
2.86,27606,1,2,1080,1,1892,345000,345000,0,0,35.7645,-78.7112,0
2.86,27603,1,1,935,1,2008,329900,329900,54,0,35.7076,-78.6563,0
2.86,27605,1,1,660,1,2021,330000,330000,139,0,35.7908,-78.653,0
2.86,27615,2,2,1311,1,2004,265000,265000,9,0,35.8887,-78.6393,3
2.86,27605,1,2,914,1,1949,280000,280000,13,0,35.7908,-78.653,0
2.86,27605,1,1,660,1,2021,365000,365000,45,0,35.7908,-78.653,0
2.86,27514,1,1,670,1,1967,69900,69900,111,0,35.9203,-79.0372,1
2.86,27514,1,1,670,1,1967,69900,69900,49,0,35.9203,-79.0372,1
2.86,27604,2,2,1000,1,1985,155000,155000,51,0,35.8334,-78.5799,3
2.86,27701,1,1,471,1,1980,220000,220000,42,0,35.9967,-78.8966,1
2.86,27603,4,4,1319,1,2002,227900,225000,12,-2900,35.7076,-78.6563,0
2.86,27510,1,1,560,1,1965,88000,85000,47,-3000,35.9055,-79.0901,1
2.86,27608,2,1,675,1,1950,214000,206000,125,-8000,35.8077,-78.6463,3
2.87,27517,2,3,1200,1,1974,215000,255000,46,40000,35.9182,-79.0035,1
2.87,27518,2,2,1153,1,1997,225000,251500,15,26500,35.7299,-78.7735,0
2.87,27517,2,2,1020,1,1991,240000,265000,41,25000,35.9182,-79.0035,1
2.87,27514,2,3,1168,1,1984,165000,180000,17,15000,35.9203,-79.0372,1
2.87,27606,2,2,1056,1,1968,165000,180000,20,15000,35.7645,-78.7112,0
2.87,27609,2,2,1045,1,1999,210000,224000,49,14000,35.848,-78.6317,3
2.87,27703,1,1,974,1,2008,198900,210000,36,11100,35.9781,-78.8439,1
2.87,27609,2,2,1088,1,1999,199000,210000,43,11000,35.848,-78.6317,3
2.87,27514,2,2,1261,1,2002,260000,270000,42,10000,35.9203,-79.0372,1
2.87,27302,2,3,1370,1,1968,119600,126000,40,6400,36.0979,-79.2719,2
2.87,27603,2,2,1228,1,2008,384900,389900,33,5000,35.7076,-78.6563,0
2.87,27278,2,2,1100,1,1986,150000,155000,70,5000,36.0756,-79.0914,1
2.87,27615,2,2,1147,1,1974,175000,180000,50,5000,35.8887,-78.6393,3
2.87,27514,1,1,670,1,1967,69900,71000,59,1100,35.9203,-79.0372,1
2.87,27517,1,1,807,1,2009,299000,300000,91,1000,35.9182,-79.0035,1
2.87,27610,3,3,1680,1,2021,440000,440952,7,952,35.7667,-78.6008,0
2.87,27514,1,1,704,1,1967,69900,70000,25,100,35.9203,-79.0372,1
2.87,27601,3,4,1617,1,2021,550000,550029,241,29,35.7727,-78.6324,0
2.87,27612,2,2,1240,1,2008,485000,485000,0,0,35.852,-78.6841,3
2.87,27601,3,4,1617,1,2021,535500,535500,227,0,35.7727,-78.6324,0
2.87,27601,3,4,1515,1,2021,571233,571233,149,0,35.7727,-78.6324,0
2.87,27609,2,2,1057,1,1966,285000,280000,59,-5000,35.848,-78.6317,3
2.87,27605,2,2,1501,1,2016,597900,587000,77,-10900,35.7908,-78.653,0
2.87,27518,2,2,1233,1,1990,289900,325000,33,35100,35.7299,-78.7735,0
2.87,27603,3,2,1092,1,1999,184900,215000,75,30100,35.7076,-78.6563,0
2.87,27609,3,2,1162,1,1972,89900,113000,110,23100,35.848,-78.6317,3
2.87,27713,2,2,958,1,1986,150000,173000,20,23000,35.9112,-78.9178,1
2.87,27614,3,3,1692,1,2005,229900,250000,42,20100,35.9457,-78.6433,3
2.87,27713,2,2,1260,1,1986,200000,220000,26,20000,35.9112,-78.9178,1
2.87,27517,3,3,1316,1,1974,265000,285000,25,20000,35.9182,-79.0035,1
2.87,27615,3,3,1376,1,1969,218400,235000,45,16600,35.8887,-78.6393,3
2.87,27605,2,2,919,1,1949,295000,310000,21,15000,35.7908,-78.653,0
2.87,27705,3,2,1822,1,1973,250000,264000,63,14000,36.0218,-78.9478,1
2.87,27609,2,2,959,1,1972,107000,120000,8,13000,35.848,-78.6317,3
2.87,27605,1,1,500,1,1949,167500,180000,49,12500,35.7908,-78.653,0
2.87,27713,2,2,886,1,1986,157900,170000,75,12100,35.9112,-78.9178,1
2.87,27615,2,3,1230,1,1985,220000,232000,39,12000,35.8887,-78.6393,3
2.87,27517,1,1,945,1,2008,329000,339000,35,10000,35.9182,-79.0035,1
2.87,27616,2,2,949,1,1986,124900,134900,54,10000,35.8673,-78.5381,3
2.87,28311,3,2,1594,1,2005,130000,134500,79,4500,35.1294,-78.8982,4
2.87,27615,3,3,1383,1,1979,235000,238000,146,3000,35.8887,-78.6393,3
2.87,27514,2,2,934,1,1967,185000,187500,19,2500,35.9203,-79.0372,1
2.87,27604,2,2,1000,1,1983,154900,157000,43,2100,35.8334,-78.5799,3
2.87,27514,1,1,670,1,1967,74900,76900,63,2000,35.9203,-79.0372,1
2.87,27603,2,2,1464,1,2005,599000,600000,39,1000,35.7076,-78.6563,0
2.87,27608,2,4,1791,1,2020,598000,598000,293,0,35.8077,-78.6463,3
2.87,27605,1,1,660,1,2021,330000,330000,59,0,35.7908,-78.653,0
2.87,27517,2,3,1090,1,1991,250000,250000,36,0,35.9182,-79.0035,1
2.87,27514,2,2,1186,1,2003,265000,265000,51,0,35.9203,-79.0372,1
2.87,27613,2,2,1411,1,2004,245000,245000,29,0,35.8949,-78.7051,3
2.87,27605,2,2,914,1,1949,307000,307000,0,0,35.7908,-78.653,0
2.87,27610,3,3,1450,1,2021,409900,409900,95,0,35.7667,-78.6008,0
2.87,27614,3,3,1550,1,2005,225000,225000,37,0,35.9457,-78.6433,3
2.87,27606,2,3,1195,1,1966,210000,210000,38,0,35.7645,-78.7112,0
2.87,27713,2,2,1037,1,1986,170000,170000,69,0,35.9112,-78.9178,1
2.87,27511,2,1,768,1,1979,185000,185000,46,0,35.7641,-78.7786,0
2.87,27514,1,1,700,1,1967,59900,59000,108,-900,35.9203,-79.0372,1
2.87,27606,2,2,1065,1,1972,140000,137000,35,-3000,35.7645,-78.7112,0
2.87,27603,2,2,896,1,2000,165000,160000,46,-5000,35.7076,-78.6563,0
2.87,27610,3,3,1680,1,2021,449900,440952,99,-8948,35.7667,-78.6008,0
2.87,27517,1,1,804,1,2008,319900,310000,114,-9900,35.9182,-79.0035,1
2.87,27603,1,2,901,1,2009,425000,415000,64,-10000,35.7076,-78.6563,0
2.87,27703,1,2,1039,1,2006,205000,192000,54,-13000,35.9781,-78.8439,1
2.87,27603,3,3,2467,1,1890,750000,700000,228,-50000,35.7076,-78.6563,0
2.88,27511,3,2,1554,1,2001,394500,470000,38,75500,35.7641,-78.7786,0
2.88,27518,2,2,1217,1,1990,285000,315000,37,30000,35.7299,-78.7735,0
2.88,27605,1,1,730,1,1986,225000,250000,63,25000,35.7908,-78.653,0
2.88,27615,2,3,1272,1,1985,220000,240100,42,20100,35.8887,-78.6393,3
2.88,27612,1,1,574,1,1984,180000,200000,44,20000,35.852,-78.6841,3
2.88,27707,2,2,1246,1,2008,267000,285000,22,18000,35.9631,-78.9315,1
2.88,27615,3,3,1407,1,1985,225000,240000,44,15000,35.8887,-78.6393,3
2.88,27514,2,3,1088,1,1965,189900,203750,35,13850,35.9203,-79.0372,1
2.88,27609,1,2,849,1,1966,250000,261800,36,11800,35.848,-78.6317,3
2.88,27705,1,1,769,1,2007,280000,290000,17,10000,36.0218,-78.9478,1
2.88,27615,2,2,1568,1,2001,305000,315000,17,10000,35.8887,-78.6393,3
2.88,27606,3,2,1044,1,1972,150000,156000,63,6000,35.7645,-78.7112,0
2.88,27604,1,1,519,1,1983,55000,60000,17,5000,35.8334,-78.5799,3
2.88,27517,2,3,1080,1,1984,192000,195000,69,3000,35.9182,-79.0035,1
2.88,27606,4,4,1219,1,1998,225000,226500,18,1500,35.7645,-78.7112,0
2.88,27215,2,2,1152,1,2004,132000,133000,27,1000,36.0318,-79.4889,2
2.88,27517,2,2,1549,1,2001,450000,450000,64,0,35.9182,-79.0035,1
2.88,27516,4,2,1600,1,1970,249000,249000,42,0,35.9162,-79.0999,1
2.88,27605,2,1,738,1,1949,289000,289000,18,0,35.7908,-78.653,0
2.88,27703,2,1,960,1,1987,70000,70000,39,0,35.9781,-78.8439,1
2.88,27517,2,2,954,1,1989,199000,199000,44,0,35.9182,-79.0035,1
2.88,27608,2,4,1706,1,2021,610000,608850,58,-1150,35.8077,-78.6463,3
2.88,27340,1,2,1276,1,2013,420000,418000,1228,-2000,35.9488,-79.3297,2
2.88,27617,3,3,2360,1,2019,524900,521900,273,-3000,35.9034,-78.7447,3
2.88,27601,1,1,910,1,2020,415000,412000,232,-3000,35.7727,-78.6324,0
2.88,27609,1,1,650,1,1972,103200,98500,108,-4700,35.848,-78.6317,3
2.88,27609,2,3,1390,1,2007,425000,420000,179,-5000,35.848,-78.6317,3
2.88,27615,2,2,1554,1,2001,305000,300000,69,-5000,35.8887,-78.6393,3
2.88,27510,2,1,860,1,1984,185000,180000,39,-5000,35.9055,-79.0901,1
2.88,27606,2,1,909,1,1972,135000,127000,87,-8000,35.7645,-78.7112,0
2.88,27614,2,2,1479,1,2002,227900,219700,27,-8200,35.9457,-78.6433,3
2.88,27603,2,2,1276,1,2005,539000,527763,74,-11237,35.7076,-78.6563,0
2.86,27514,2,3,1740,1,2000,345000,370000,40,25000,35.9203,-79.0372,1
2.86,27614,2,2,1445,1,2002,219000,239000,71,20000,35.9457,-78.6433,3
2.86,27244,3,3,1500,1,2006,140000,160000,58,20000,36.1029,-79.5067,2
2.86,27614,2,2,910,1,2003,185000,205000,40,20000,35.9457,-78.6433,3
2.86,27518,3,2,1415,1,2005,350000,365000,35,15000,35.7299,-78.7735,0
2.86,27615,3,3,2268,1,1968,278000,289500,40,11500,35.8887,-78.6393,3
2.86,27603,2,2,1214,1,2008,470000,479999,25,9999,35.7076,-78.6563,0
2.86,27517,2,2,901,1,1991,227000,235000,51,8000,35.9182,-79.0035,1
2.86,27616,1,2,945,1,1986,124900,132000,36,7100,35.8673,-78.5381,3
2.86,27603,4,4,1391,1,2001,230000,237000,43,7000,35.7076,-78.6563,0
2.86,27215,2,2,1126,1,2004,122000,128500,36,6500,36.0318,-79.4889,2
2.86,27603,3,3,1568,1,2004,242900,248000,53,5100,35.7076,-78.6563,0
2.86,27514,2,2,902,1,1981,165000,170000,38,5000,35.9203,-79.0372,1
2.86,27215,2,2,1160,1,2004,125000,130000,15,5000,36.0318,-79.4889,2
2.86,27606,2,2,1180,1,1984,178000,180000,49,2000,35.7645,-78.7112,0
2.86,27606,2,2,1134,1,1968,174900,175000,37,100,35.7645,-78.7112,0
2.86,27617,3,3,1746,1,2008,350000,350000,56,0,35.9034,-78.7447,3
2.86,27614,3,3,1680,1,2009,225000,225000,71,0,35.9457,-78.6433,3
2.86,27517,2,2,965,1,1984,190000,190000,26,0,35.9182,-79.0035,1
2.86,27704,2,2,1230,1,1984,179000,177000,65,-2000,36.0383,-78.8764,1
2.86,27617,2,2,1845,1,2020,509900,504900,245,-5000,35.9034,-78.7447,3
2.86,27516,1,1,745,1,2003,295000,290000,24,-5000,35.9162,-79.0999,1
2.86,27603,2,2,1240,1,2008,390000,385000,83,-5000,35.7076,-78.6563,0
2.86,27701,2,1,1019,1,1984,383900,374000,75,-9900,35.9967,-78.8966,1
2.86,27517,2,2,1405,1,2010,400000,390000,66,-10000,35.9182,-79.0035,1
2.86,27701,1,1,551,1,1972,195000,184000,55,-11000,35.9967,-78.8966,1
2.86,27713,1,1,745,1,1986,150000,138000,45,-12000,35.9112,-78.9178,1
2.86,27605,2,2,977,1,1985,344000,330000,80,-14000,35.7908,-78.653,0
2.86,27701,2,1,1010,1,1945,349000,330000,83,-19000,35.9967,-78.8966,1
2.86,27605,3,4,2479,1,2015,995000,970000,147,-25000,35.7908,-78.653,0
2.88,27502,3,3,2322,1,2014,500000,550000,35,50000,35.7225,-78.8408,0
2.88,27511,2,2,1206,1,1980,220000,242000,19,22000,35.7641,-78.7786,0
2.88,27615,3,3,1331,1,1985,245000,260000,35,15000,35.8887,-78.6393,3
2.88,27605,2,2,1143,1,1987,318000,333000,47,15000,35.7908,-78.653,0
2.88,27604,1,2,660,1,2004,165000,178000,37,13000,35.8334,-78.5799,3
2.88,27612,1,1,571,1,1983,175000,187500,35,12500,35.852,-78.6841,3
2.88,27513,2,1,1017,1,1985,197000,207000,74,10000,35.7956,-78.7941,0
2.88,27606,2,2,1076,1,1968,179900,189000,48,9100,35.7645,-78.7112,0
2.88,27606,4,4,1219,1,1999,218000,220000,17,2000,35.7645,-78.7112,0
2.88,27609,2,2,1050,1,1966,290000,290000,43,0,35.848,-78.6317,3
2.88,27517,2,2,1043,1,1991,275000,275000,58,0,35.9182,-79.0035,1
2.88,27605,1,1,660,1,2021,360000,360000,76,0,35.7908,-78.653,0
2.88,27215,2,2,1126,1,2007,135000,135000,38,0,36.0318,-79.4889,2
2.88,27713,2,2,990,1,1986,170000,170000,16,0,35.9112,-78.9178,1
2.88,27510,2,2,966,1,1969,220000,220000,50,0,35.9055,-79.0901,1
2.88,27603,2,2,935,1,1999,165000,162500,31,-2500,35.7076,-78.6563,0
2.88,27510,2,2,1056,1,1983,245000,240000,35,-5000,35.9055,-79.0901,1
2.88,27606,4,4,1187,1,1997,225000,220000,84,-5000,35.7645,-78.7112,0
2.88,27510,2,1,850,2,1968,220000,212500,52,-7500,35.9055,-79.0901,1
2.88,27606,4,4,1219,1,1999,215000,207500,83,-7500,35.7645,-78.7112,0
2.88,27612,3,2,1440,1,1972,249900,240000,35,-9900,35.852,-78.6841,3
2.88,27517,2,2,1162,1,2009,529000,502500,63,-26500,35.9182,-79.0035,1
3.01,27701,2,2,1486,1,2019,989000,1040000,45,51000,35.9967,-78.8966,1
3.01,27513,2,2,1276,1,1987,225000,263000,49,38000,35.7956,-78.7941,0
3.01,27703,1,2,992,1,2006,200000,222000,50,22000,35.9781,-78.8439,1
3.01,27514,2,2,872,2,1984,180000,201000,26,21000,35.9203,-79.0372,1
3.01,27601,2,2,1215,1,1999,375000,393000,34,18000,35.7727,-78.6324,0
3.01,27513,2,2,1033,1,1986,200000,216000,48,16000,35.7956,-78.7941,0
3.01,27707,3,3,1664,1,1980,220000,235000,29,15000,35.9631,-78.9315,1
3.01,27701,1,1,542,1,1972,203000,210000,63,7000,35.9967,-78.8966,1
3.01,27613,2,3,1350,1,1996,275000,281000,45,6000,35.8949,-78.7051,3
3.01,27513,1,1,683,1,1986,142000,148000,94,6000,35.7956,-78.7941,0
3.01,27516,2,2,878,1,1972,119900,125500,73,5600,35.9162,-79.0999,1
3.01,27713,2,2,1020,1,1986,179900,185000,49,5100,35.9112,-78.9178,1
3.01,27606,2,3,1166,1,1984,189000,194000,26,5000,35.7645,-78.7112,0
3.01,27215,2,2,1240,1,1999,134000,139000,47,5000,36.0318,-79.4889,2
3.01,27713,2,2,1146,1,1986,174900,175000,39,100,35.9112,-78.9178,1
3.01,27603,2,2,1144,1,2005,484900,484900,53,0,35.7076,-78.6563,0
3.01,27617,3,3,2360,1,2019,484900,484900,248,0,35.9034,-78.7447,3
3.01,27617,3,3,2360,1,2018,489900,489900,118,0,35.9034,-78.7447,3
3.01,27713,2,2,865,1,1986,159900,159900,43,0,35.9112,-78.9178,1
3.01,27614,1,2,766,1,2001,180000,180000,55,0,35.9457,-78.6433,3
3.01,27601,3,4,1617,1,2021,535000,535000,299,0,35.7727,-78.6324,0
3.01,27517,3,3,1372,1,1993,270000,270000,24,0,35.9182,-79.0035,1
3.01,27560,2,2,1377,1,2001,275000,275000,47,0,35.8344,-78.8466,1
3.01,27701,1,2,874,1,2018,355000,355000,54,0,35.9967,-78.8966,1
3.01,27605,1,1,660,1,2021,350000,350000,86,0,35.7908,-78.653,0
3.01,27514,2,3,1386,1,1974,199000,199000,40,0,35.9203,-79.0372,1
3.01,27610,2,2,912,1,1986,116000,115000,97,-1000,35.7667,-78.6008,0
3.01,27517,3,3,1417,1,1989,260000,255000,55,-5000,35.9182,-79.0035,1
3.01,27606,2,2,1016,1,1972,145500,139000,38,-6500,35.7645,-78.7112,0
3.01,27701,1,1,434,1,2018,255000,248000,42,-7000,35.9967,-78.8966,1
3.01,27606,2,2,936,1,1972,132000,121000,48,-11000,35.7645,-78.7112,0
3.01,27603,3,3,1740,1,2004,275000,264000,56,-11000,35.7076,-78.6563,0
3.01,27540,4,4,1391,1,2001,225000,213000,43,-12000,35.6263,-78.8458,0
3.01,27516,3,2,1152,1,1972,159900,140500,54,-19400,35.9162,-79.0999,1
2.99,27609,2,3,1250,1,1972,165000,180000,30,15000,35.848,-78.6317,3
2.99,27517,2,3,1385,1,1977,270000,285000,56,15000,35.9182,-79.0035,1
2.99,27511,2,1,692,1,1979,170000,184900,41,14900,35.7641,-78.7786,0
2.99,27615,2,2,1125,1,2000,219000,232000,27,13000,35.8887,-78.6393,3
2.99,27514,2,3,1168,1,1984,169900,182000,52,12100,35.9203,-79.0372,1
2.99,27603,3,2,1145,1,2002,199999,210000,41,10001,35.7076,-78.6563,0
2.99,27713,2,2,904,1,1986,170000,180000,33,10000,35.9112,-78.9178,1
2.99,27606,2,2,952,1,1968,175000,185000,36,10000,35.7645,-78.7112,0
2.99,27514,2,1,875,1,1983,199000,205000,30,6000,35.9203,-79.0372,1
2.99,28304,3,2,1504,1,2006,144000,150000,85,6000,35.0257,-78.9705,4
2.99,27517,2,2,1115,1,1974,230000,235000,23,5000,35.9182,-79.0035,1
2.99,27514,2,2,875,1,1984,90000,95000,18,5000,35.9203,-79.0372,1
2.99,27514,1,1,590,1,1955,84900,89000,92,4100,35.9203,-79.0372,1
2.99,27520,2,2,1024,1,2003,145000,145000,110,0,35.6348,-78.451,0
2.99,27340,1,2,1239,1,2013,395000,395000,1255,0,35.9488,-79.3297,2
2.99,27517,1,1,810,1,2009,315000,312500,62,-2500,35.9182,-79.0035,1
2.99,27603,2,2,912,1,1982,175000,172000,44,-3000,35.7076,-78.6563,0
2.99,27701,1,1,574,1,1972,195000,188400,74,-6600,35.9967,-78.8966,1
2.99,27605,2,2,1344,1,1985,449900,442500,54,-7400,35.7908,-78.653,0
2.99,27520,3,2,1375,1,2005,185000,176000,75,-9000,35.6348,-78.451,0
2.99,27615,3,2,1933,1,1986,364900,355000,100,-9900,35.8887,-78.6393,3
2.99,27517,1,1,800,1,2008,335000,325000,56,-10000,35.9182,-79.0035,1
2.99,27514,3,2,1487,1,2006,300000,288000,59,-12000,35.9203,-79.0372,1
2.99,27606,3,2,1385,1,1985,232900,215000,66,-17900,35.7645,-78.7112,0
3.05,27701,3,2,1479,1,2014,574900,625000,224,50100,35.9967,-78.8966,1
3.05,27215,2,2,1351,1,2006,160000,180000,18,20000,36.0318,-79.4889,2
3.05,27615,3,3,1924,1,1979,260000,280000,22,20000,35.8887,-78.6393,3
3.05,27713,2,2,980,1,1986,170000,188000,16,18000,35.9112,-78.9178,1
3.05,27617,1,2,951,1,2003,160000,171000,19,11000,35.9034,-78.7447,3
3.05,27514,2,1,847,1,1983,199000,210000,22,11000,35.9203,-79.0372,1
3.05,27617,2,2,1389,1,2007,275000,285000,40,10000,35.9034,-78.7447,3
3.05,27605,2,2,1086,1,1985,335000,345000,49,10000,35.7908,-78.653,0
3.05,27604,2,2,900,1,1981,120000,129000,36,9000,35.8334,-78.5799,3
3.05,27606,3,2,1140,1,1968,198470,206900,101,8430,35.7645,-78.7112,0
3.05,27513,3,2,1328,1,1997,268500,275000,19,6500,35.7956,-78.7941,0
3.05,27605,2,2,1187,1,1983,350000,355000,49,5000,35.7908,-78.653,0
3.05,27517,1,1,782,1,1991,187500,191000,35,3500,35.9182,-79.0035,1
3.05,27603,2,2,935,1,2000,165000,167000,32,2000,35.7076,-78.6563,0
3.05,27518,2,2,1226,1,1997,240000,240000,48,0,35.7299,-78.7735,0
3.05,27520,3,2,1364,1,2003,189800,189800,66,0,35.6348,-78.451,0
3.05,27610,2,2,1012,1,1985,115000,115000,69,0,35.7667,-78.6008,0
3.05,27606,4,4,1185,1,1999,218000,218000,30,0,35.7645,-78.7112,0
3.05,27615,2,3,1156,1,1985,245000,245000,57,0,35.8887,-78.6393,3
3.05,27410,2,3,1168,1,1968,125000,125000,57,0,36.1032,-79.8794,2
3.05,27615,1,1,700,1,1992,175000,175000,33,0,35.8887,-78.6393,3
3.05,27605,1,1,660,1,2021,340000,340000,101,0,35.7908,-78.653,0
3.05,27603,3,4,2301,1,2005,1060000,1060000,150,0,35.7076,-78.6563,0
3.05,27605,1,2,916,1,1949,295000,295000,22,0,35.7908,-78.653,0
3.05,27617,3,4,2834,1,2020,609900,609900,91,0,35.9034,-78.7447,3
3.05,27517,2,2,1337,1,1973,275000,275000,19,0,35.9182,-79.0035,1
3.05,27517,2,3,1080,1,1984,195000,194000,77,-1000,35.9182,-79.0035,1
3.05,27603,2,2,1238,1,2008,400000,398000,67,-2000,35.7076,-78.6563,0
3.05,27401,1,1,870,1,2009,215000,212500,132,-2500,36.0697,-79.7682,2
3.05,27612,2,2,1330,1,2004,349900,346000,30,-3900,35.852,-78.6841,3
3.05,27608,2,2,1080,1,1983,365000,360000,43,-5000,35.8077,-78.6463,3
3.09,27511,2,2,1421,1,2004,400000,450000,50,50000,35.7641,-78.7786,0
3.09,27510,2,1,888,1,1979,199000,240000,42,41000,35.9055,-79.0901,1
3.09,27517,3,3,1405,1,1974,250000,285000,10,35000,35.9182,-79.0035,1
3.09,27511,2,2,1392,1,2005,395000,417500,56,22500,35.7641,-78.7786,0
3.09,27612,2,2,975,1,1986,215000,230000,50,15000,35.852,-78.6841,3
3.09,27609,1,1,662,1,1972,110000,113000,31,3000,35.848,-78.6317,3
3.09,27302,2,2,1198,1,1998,189900,191000,36,1100,36.0979,-79.2719,2
3.09,27616,3,3,1712,1,2005,229900,231000,82,1100,35.8673,-78.5381,3
3.09,28314,2,2,1190,1,1984,68000,68000,135,0,35.0583,-79.008,4
3.09,27401,2,2,1388,1,1963,162500,162500,16,0,36.0697,-79.7682,2
3.09,27604,2,1,896,1,1981,118500,118500,36,0,35.8334,-78.5799,3
3.09,27713,1,1,670,1,1986,120000,120000,41,0,35.9112,-78.9178,1
3.09,27603,1,1,764,1,2007,380000,380000,68,0,35.7076,-78.6563,0
3.09,27601,1,1,920,1,2008,375000,375000,148,0,35.7727,-78.6324,0
3.09,27605,2,3,1741,1,2020,1035000,1035000,31,0,35.7908,-78.653,0
3.09,27615,3,3,2268,1,1969,279900,279900,48,0,35.8887,-78.6393,3
3.09,27617,3,3,2360,1,2021,519900,519900,278,0,35.9034,-78.7447,3
3.09,27617,3,3,2168,1,2014,418000,418000,142,0,35.9034,-78.7447,3
3.09,27340,2,2,1129,1,2013,395000,395000,1268,0,35.9488,-79.3297,2
3.09,27517,2,2,947,1,1984,189900,187200,63,-2700,35.9182,-79.0035,1
3.09,27603,3,2,1104,1,2001,200000,197000,39,-3000,35.7076,-78.6563,0
3.09,27517,2,2,962,1,1984,189000,185000,59,-4000,35.9182,-79.0035,1
3.09,27613,2,2,1426,1,1986,225000,220000,53,-5000,35.8949,-78.7051,3
3.09,27603,3,3,1610,1,2004,275000,262500,67,-12500,35.7076,-78.6563,0
3.09,27603,2,2,1368,1,1995,497000,480000,33,-17000,35.7076,-78.6563,0
3.09,27605,2,2,1475,1,2016,600000,565250,63,-34750,35.7908,-78.653,0
3.14,27516,1,2,878,1,2001,250000,300000,37,50000,35.9162,-79.0999,1
3.14,27587,1,1,648,1,1854,225000,251500,42,26500,35.9815,-78.5392,3
3.14,27609,2,2,1100,1,1985,145000,167000,18,22000,35.848,-78.6317,3
3.14,27517,2,3,1354,1,1989,229000,250000,55,21000,35.9182,-79.0035,1
3.14,27615,3,3,1436,1,1983,225000,245250,21,20250,35.8887,-78.6393,3
3.14,27614,3,3,1764,1,2006,220000,240000,53,20000,35.9457,-78.6433,3
3.14,27587,2,2,1844,1,2007,345000,361000,34,16000,35.9815,-78.5392,3
3.14,27606,2,3,1140,1,1972,150000,165000,46,15000,35.7645,-78.7112,0
3.14,27701,1,1,545,1,1972,210000,221800,19,11800,35.9967,-78.8966,1
3.14,27615,2,3,1377,1,1969,205000,215000,41,10000,35.8887,-78.6393,3
3.14,27249,2,2,2078,1,2014,325000,335000,51,10000,36.1183,-79.5685,2
3.14,27606,2,2,977,1,1968,175000,182000,46,7000,35.7645,-78.7112,0
3.14,27517,2,2,943,1,1984,192000,193000,18,1000,35.9182,-79.0035,1
